task_ID,pickup_x_loc,pickup_y_loc,pickup_speed_limit,dropoff_x_loc,dropoff_y_loc,dropoff_speed_limit,package_size,payment,min_QoS,min_Rep,cluster,euclidean_distance,AVG_Commulative_Distance,ETA_AV,ETA_GV,submission_timestamp,,,,,
36,7500,7500,40,4204.35507,10966.09132,80,1,10,0.5,0.6,2,4782.788362307849,5910.956376112867,2.869673011645363,4.714462800804985,49:27.8,,,,,
34,7500,7500,40,85.36466433,7773.304258,80,1,10,0.5,0.6,2,7419.670638132307,5932.205872761027,4.451802374,7.313675322405629,49:37.8,,,,,
14,7500,7500,40,1061.467489,2418.197334,100,1,5,0.5,0.6,1,8202.403259443126,5963.736392020501,4.921441945822992,8.085226046921864,49:47.8,,,,,
70,7500,7500,40,6494.927616,11215.48057,60,1,10,0.5,0.6,2,3849.021480645092,5934.767694604399,2.3094128837682293,3.794035448652918,49:57.8,,,,,
46,7500,7500,40,13498.22451,68.25845011,100,1,10,0.5,0.6,3,9550.365425309285,5983.627123397709,5.730219243725132,9.413931606622203,50:07.8,,,,,
59,7500,7500,40,9507.747606,3993.516044,100,1,5,0.5,0.6,3,4040.6039380385005,5957.720148,2.4243623579743754,3.982881013,50:17.8,,,,,
66,7500,7500,40,3215.980803,10599.51285,80,1,10,0.5,0.6,2,5287.702748907766,5948.904129189168,3.1726216429994163,5.212164123317186,50:27.8,,,,,
83,7500,7500,40,2544.497288,5438.209927,100,1,10,0.5,0.6,1,5367.307093463618,5941.350920932992,3.220384249637402,5.290631262726619,50:37.8,,,,,
28,7500,7500,40,5128.264356,14907.51091,60,1,5,0.5,0.6,2,7777.9398192704275,5964.896932450139,4.666763882228729,7.666826371375631,50:47.8,,,,,
75,7500,7500,40,11272.89893,4210.469036,80,1,10,0.5,0.6,3,5005.574921538066,5952.753615856315,3.0033449469161493,4.934066694275902,50:57.8,,,,,
96,7500,7500,40,9873.997627,3681.471824,100,1,10,0.5,0.6,3,4496.334302827606,5934.548374443456,2.697800576300962,4.432100942981209,51:07.8,,,,,
22,7500,7500,40,1061.467489,2418.197334,100,1,5,0.5,0.6,1,8202.403259443126,5962.546582900242,4.921441945822992,8.085226046921864,51:17.8,,,,,
89,7500,7500,40,9463.523509,4049.698434,100,1,10,0.5,0.6,3,3969.887337192905,5938.245860391616,2.381932397551878,3.9131746497667925,51:27.8,,,,,
97,7500,7500,40,10070.24674,14685.0816,80,1,5,0.5,0.6,0,7630.961009,5958.6400188085645,4.578576596241838,7.521947258807065,51:37.8,,,,,
89,7500,7500,40,8640.224592,2592.914172,100,1,10,0.5,0.6,3,5037.817328846135,5947.677843928059,3.022690391,4.9658484956744795,51:47.8,,,,,
64,7500,7500,40,10618.93835,8832.209827,100,1,10,0.5,0.6,0,3391.5423371083602,5917.605661494886,2.034925398195165,3.3430917227408354,51:57.8,,,,,
29,7500,7500,40,11393.78351,3389.942379,60,1,5,0.5,0.6,3,5661.636132289707,5914.629271620407,3.396981672579861,5.580755600169123,52:07.8,,,,,
37,7500,7500,40,9336.100367,1514.146199,60,1,10,0.5,0.6,3,6261.1269182395545,5918.612003190743,3.756676143,6.171682230345611,52:17.8,,,,,
31,7500,7500,40,1059.058964,8402.802758,100,1,5,0.5,0.6,2,6503.904538646493,5925.263054730013,3.9023427153832104,6.410991598348709,52:27.8,,,,,
92,7500,7500,40,5548.933197,6200.384409,80,1,5,0.5,0.6,1,2344.282908264464,5885.027322747254,1.4065697421455388,2.310793145829848,52:37.8,,,,,
57,7500,7500,40,13130.08133,11296.44446,60,1,10,0.5,0.6,0,6790.493819283022,5895.088061597651,4.074296283421221,6.693486745597587,52:47.8,,,,,
97,7500,7500,40,85.36466433,7773.304258,80,1,10,0.5,0.6,2,7419.670638132307,5911.841716284845,4.451802374,7.313675322405629,52:57.8,,,,,
3,7500,7500,40,2069.325051,8746.535672,100,1,10,0.5,0.6,2,5571.901074653894,5908.146709310595,3.343140638106055,5.492302472180831,53:07.8,,,,,
58,7500,7500,40,5157.685134,9422.049421,60,1,5,0.5,0.6,2,3029.9691262986375,5877.198563256703,1.8179814721432195,2.986683844532417,53:17.8,,,,,
31,7500,7500,40,9799.167149,12799.88681,60,1,5,0.5,0.6,0,5777.1073846601075,5876.133763484399,3.4662644238635356,5.694577262894741,53:27.8,,,,,
63,7500,7500,40,5350.334387,1541.005807,80,1,10,0.5,0.6,1,6334.8775869340125,5880.962646,3.8009265445585543,6.244379317851013,53:37.8,,,,,
68,7500,7500,40,12650.92075,3427.872494,80,1,5,0.5,0.6,3,6566.140950753775,5888.099919846056,3.9396845625728956,6.472338919,53:47.8,,,,,
72,7500,7500,40,9336.100367,1514.146199,60,1,10,0.5,0.6,3,6261.1269182395545,5891.945559004751,3.756676143,6.171682230345611,53:57.8,,,,,
98,7500,7500,40,8430.512405,11272.07625,100,1,5,0.5,0.6,0,3885.152842341574,5871.468082304106,2.331091700742761,3.829650647937692,54:07.8,,,,,
98,7500,7500,40,8773.043233,7878.254343,80,1,5,0.5,0.6,0,1328.0494801750415,5825.574965110884,0.7968296865113654,1.3090773410037484,54:17.8,,,,,
4,7500,7500,40,14281.90093,11014.32972,80,1,5,0.5,0.6,0,7638.369826903225,5843.702913728807,4.5830218869758905,7.5292502364353195,54:27.8,,,,,
29,7500,7500,40,4479.909689,4064.769946,60,1,5,0.5,0.6,1,4574.0300622200175,5831.131895397037,2.7444180318431743,4.508686762734912,54:37.8,,,,,
44,7500,7500,40,9507.747606,3993.516044,100,1,5,0.5,0.6,3,4040.6039380385005,5813.577699736659,2.4243623579743754,3.982881013,54:47.8,,,,,
79,7500,7500,40,2990.480098,8921.00726,80,1,10,0.5,0.6,2,4728.110762189587,5803.039185779891,2.8368664516400193,4.660566309413832,54:57.8,,,,,
64,7500,7500,40,1059.058964,8402.802758,100,1,5,0.5,0.6,2,6503.904538646493,5809.778275711301,3.9023427153832104,6.410991598348709,55:07.8,,,,,
1,7500,7500,40,13356.43417,9188.967159,100,1,5,0.5,0.6,0,6095.115359565316,5812.495771748006,3.657069208425051,6.008042265834261,55:17.8,,,,,
81,7500,7500,40,11272.89893,4210.469036,80,1,10,0.5,0.6,3,5005.574921538066,5804.883310896969,3.0033449469161493,4.934066694275902,55:27.8,,,,,
69,7500,7500,40,10197.37031,6651.769996,60,1,5,0.5,0.6,3,2827.596282997637,5777.058198486695,1.6965577664054665,2.7872020424199504,55:37.8,,,,,
71,7500,7500,40,691.488384,12941.8193,80,1,10,0.5,0.6,2,8716.032798056172,5804.270926260487,5.229619668374464,8.591518019251032,55:47.8,,,,,
79,7500,7500,40,10709.07028,6040.957792,60,1,5,0.5,0.6,3,3525.185984840447,5783.36189,2.115111586674045,3.474826175128937,55:57.8,,,,,
19,7500,7500,40,6243.547815,1429.448953,60,1,10,0.5,0.6,1,6199.214636277222,5787.142369611365,3.7195287743272756,6.110654409728534,56:07.8,,,,,
44,7500,7500,40,1223.55671,8060.709983,100,1,10,0.5,0.6,2,6301.439205652117,5791.7756744405615,3.780863515829543,6.211418627824462,56:17.8,,,,,
1,7500,7500,40,4479.909689,4064.769946,60,1,5,0.5,0.6,1,4574.0300622200175,5780.902945760021,2.7444180318431743,4.508686762734912,56:27.8,,,,,
10,7500,7500,40,1254.486976,14678.53183,60,1,10,0.5,0.6,2,9515.132797456183,5813.949227633439,5.709079667,9.379202302123371,56:37.8,,,,,
40,7500,7500,40,12229.61446,3897.787531,60,1,5,0.5,0.6,3,5945.181880331639,5815.100391253598,3.567109121064765,5.860250693869042,56:47.8,,,,,
24,7500,7500,40,11501.78424,8967.853427,100,1,10,0.5,0.6,0,4262.495835,5801.599482071398,2.557497496065311,4.2016030256487795,56:57.8,,,,,
24,7500,7500,40,10522.74634,12921.06745,100,1,10,0.5,0.6,0,6206.848460690108,5805.093007749145,3.7241090689658467,6.118179179485452,57:07.8,,,,,
58,7500,7500,40,9799.167149,12799.88681,60,1,5,0.5,0.6,0,5777.1073846601075,5804.853814,3.4662644238635356,5.694577262894741,57:17.8,,,,,
49,7500,7500,40,6494.927616,11215.48057,60,1,10,0.5,0.6,2,3849.021480645092,5788.2789641034415,2.3094128837682293,3.794035448652918,57:27.8,,,,,
68,7500,7500,40,3215.980803,10599.51285,80,1,10,0.5,0.6,2,5287.702748907766,5784.072441,3.1726216429994163,5.212164123317186,57:37.8,,,,,
47,7500,7500,40,2069.325051,8746.535672,100,1,10,0.5,0.6,2,5571.901074653894,5782.304346564731,3.343140638106055,5.492302472180831,57:47.8,,,,,
56,7500,7500,40,2054.703351,11671.64767,80,1,5,0.5,0.6,2,6859.584528086962,5791.207488560782,4.115750708620675,6.7615904440811745,57:57.8,,,,,
83,7500,7500,40,369.449492,10235.20793,60,1,5,0.5,0.6,2,7637.153460698844,5806.338193250438,4.5822920672547225,7.528051246894428,58:07.8,,,,,
20,7500,7500,40,7175.86197,11216.66197,100,1,5,0.5,0.6,2,3730.7695827654384,5789.463652,2.2384617451823394,3.6774728639331515,58:17.8,,,,,
92,7500,7500,40,2069.325051,8746.535672,100,1,10,0.5,0.6,2,5571.901074653894,5787.709114790103,3.343140638106055,5.492302472180831,58:27.8,,,,,
21,7500,7500,40,11279.86412,9908.108612,100,1,10,0.5,0.6,0,4481.780879,5777.261688906467,2.689068522223241,4.417755425580104,58:37.8,,,,,
88,7500,7500,40,6243.547815,1429.448953,60,1,10,0.5,0.6,1,6199.214636277222,5780.610521822107,3.7195287743272756,6.110654409728534,58:47.8,,,,,
79,7500,7500,40,1333.766356,5777.838451,80,1,10,0.5,0.6,1,6402.208818642812,5785.5049966002225,3.8413252835030365,6.310748674631489,58:57.8,,,,,
59,7500,7500,40,11272.89893,4210.469036,80,1,10,0.5,0.6,3,5005.574921538066,5779.411793,3.0033449469161493,4.934066694275902,59:07.8,,,,,
69,7500,7500,40,1612.72066,4839.886116,60,1,10,0.5,0.6,1,6460.360972987252,5784.690468703517,3.8762165760399183,6.368070083750091,59:17.8,,,,,
79,7500,7500,40,14159.68981,7322.618189,80,1,10,0.5,0.6,0,6662.051685757631,5791.439401142394,3.9972310034601164,6.566879500055723,59:27.8,,,,,
3,7500,7500,40,11610.53606,9420.216957,80,1,5,0.5,0.6,0,4536.930661750688,5781.862998551618,2.722158391606096,4.472117353805342,59:37.8,,,,,
55,7500,7500,40,6922.173951,1993.141259,100,1,5,0.5,0.6,1,5537.090945667411,5780.008664817647,3.3222545607559373,5.457989630849333,59:47.8,,,,,
41,7500,7500,40,13498.22451,68.25845011,100,1,10,0.5,0.6,3,9550.365425309285,5808.357211889012,5.730219243725132,9.413931606622203,59:57.8,,,,,
65,7500,7500,40,4999.583917,4594.280152,80,1,10,0.5,0.6,1,3833.4434157444016,5793.619049231216,2.300066044846509,3.778679927580396,00:07.8,,,,,
84,7500,7500,40,2100.396033,1758.191954,80,1,10,0.5,0.6,1,7881.883190936953,5809.087673,4.729129905103911,7.769284837439895,00:17.8,,,,,
57,7500,7500,40,3121.844015,14317.81298,60,1,5,0.5,0.6,2,8102.519588103047,5825.951142470757,4.861511743138804,7.986769285453662,00:27.8,,,,,
36,7500,7500,40,10110.87204,268.0856836,100,1,10,0.5,0.6,3,7688.773472571794,5839.548385756166,4.613264074316548,7.578933829880957,00:37.8,,,,,
96,7500,7500,40,14053.19385,2754.27756,80,1,5,0.5,0.6,3,8091.120512945352,5855.864125808262,4.854672298057866,7.975533054258894,00:47.8,,,,,
86,7500,7500,40,2544.497288,5438.209927,100,1,10,0.5,0.6,1,5367.307093463618,5852.349327014415,3.220384249637402,5.290631262726619,00:57.8,,,,,
86,7500,7500,40,1223.55671,8060.709983,100,1,10,0.5,0.6,2,6301.439205652117,5855.557111861827,3.780863515829543,6.211418627824462,01:07.8,,,,,
75,7500,7500,40,12650.92075,3427.872494,80,1,5,0.5,0.6,3,6566.140950753775,5860.596713556097,3.9396845625728956,6.472338919,01:17.8,,,,,
81,7500,7500,40,9873.997627,3681.471824,100,1,10,0.5,0.6,3,4496.334302827606,5850.989231790403,2.697800576300962,4.432100942981209,01:27.8,,,,,
67,7500,7500,40,85.36466433,7773.304258,80,1,10,0.5,0.6,2,7419.670638132307,5861.959031834752,4.451802374,7.313675322405629,01:37.8,,,,,
15,7500,7500,40,5128.264356,14907.51091,60,1,5,0.5,0.6,2,7777.9398192704275,5875.264453969721,4.666763882228729,7.666826371375631,01:47.8,,,,,
24,7500,7500,40,11024.6836,12242.94474,100,1,10,0.5,0.6,0,5909.223242862063,5875.4986525138065,3.5455339386261695,5.824805751,01:57.8,,,,,
49,7500,7500,40,5820.090127,6192.729998,80,1,5,0.5,0.6,1,2128.626797291835,5849.835146656121,1.2771760758207487,2.098217837,02:07.8,,,,,
84,7500,7500,40,3121.844015,14317.81298,60,1,5,0.5,0.6,2,8102.519588103047,5865.159530611542,4.861511743138804,7.986769285453662,02:17.8,,,,,
67,7500,7500,40,8430.512405,11272.07625,100,1,5,0.5,0.6,0,3885.152842341574,5851.781107,2.331091700742761,3.829650647937692,02:27.8,,,,,
42,7500,7500,40,5128.264356,14907.51091,60,1,5,0.5,0.6,2,7777.9398192704275,5864.708346721535,4.666763882228729,7.666826371375631,02:37.8,,,,,
49,7500,7500,40,10110.87204,268.0856836,100,1,10,0.5,0.6,3,7688.773472571794,5876.868780893869,4.613264074316548,7.578933829880957,02:47.8,,,,,
12,7500,7500,40,14329.75667,6138.8442,80,1,5,0.5,0.6,3,6964.073613994145,5884.068812901157,4.178444160039598,6.8645868284668365,02:57.8,,,,,
37,7500,7500,40,7473.356484,5420.133634,60,1,5,0.5,0.6,1,2080.037014,5859.042287907081,1.2480222057849937,2.0503221934607847,03:07.8,,,,,
31,7500,7500,40,11148.40985,7398.722027,60,1,5,0.5,0.6,0,3649.815288,5844.602896,2.1898891684655517,3.597675059395399,03:17.8,,,,,
63,7500,7500,40,11148.40985,7398.722027,60,1,5,0.5,0.6,0,3649.815288,5830.3510281690105,2.1898891684655517,3.597675059395399,03:27.8,,,,,
33,7500,7500,40,12099.27467,3016.461473,60,1,10,0.5,0.6,3,6423.040185540761,5834.174829184312,3.853824103616808,6.3312824505150855,03:37.8,,,,,
80,7500,7500,40,12445.99774,607.1880565,60,1,5,0.5,0.6,3,8483.734445475187,5851.159185698997,5.090240657104631,8.362538215218288,03:47.8,,,,,
33,7500,7500,40,10197.37031,6651.769996,60,1,5,0.5,0.6,3,2827.596282997637,5831.900823261409,1.6965577664054665,2.7872020424199504,03:57.8,,,,,
88,7500,7500,40,1254.486976,14678.53183,60,1,10,0.5,0.6,2,9515.132797456183,5855.212418034794,5.709079667,9.379202302123371,04:07.8,,,,,
19,7500,7500,40,12099.27467,3016.461473,60,1,10,0.5,0.6,3,6423.040185540761,5858.783661855586,3.853824103616808,6.3312824505150855,04:17.8,,,,,
47,7500,7500,40,13130.08133,11296.44446,60,1,10,0.5,0.6,0,6790.493819283022,5864.606850339507,4.074296283421221,6.693486745597587,04:27.8,,,,,
51,7500,7500,40,8135.23898,8846.308237,80,1,10,0.5,0.6,0,1488.648524782108,5837.426984963375,0.8931891130828866,1.4673821130927003,04:37.8,,,,,
3,7500,7500,40,14329.75667,6138.8442,80,1,5,0.5,0.6,3,6964.073613994145,5844.381593784552,4.178444160039598,6.8645868284668365,04:47.8,,,,,
26,7500,7500,40,7175.86197,11216.66197,100,1,5,0.5,0.6,2,3730.7695827654384,5831.4146489316745,2.2384617451823394,3.6774728639331515,04:57.8,,,,,
5,7500,7500,40,5350.334387,1541.005807,80,1,10,0.5,0.6,1,6334.8775869340125,5834.484544895103,3.8009265445585543,6.244379317851013,05:07.8,,,,,
6,7500,7500,40,2403.639692,10876.68715,60,1,5,0.5,0.6,2,6113.501822360952,5836.175558697926,3.668101086080369,6.026166064823892,05:17.8,,,,,
7,7500,7500,40,11572.71954,1209.407803,80,1,5,0.5,0.6,3,7493.903831321056,5846.161873593246,4.496342289799949,7.3868480411969015,05:27.8,,,,,
62,7500,7500,40,7175.86197,11216.66197,100,1,5,0.5,0.6,2,3730.7695827654384,5833.494853887691,2.2384617451823394,3.6774728639331515,05:37.8,,,,,
93,7500,7500,40,557.9314567,11503.55779,80,1,10,0.5,0.6,2,8013.787532465553,5846.472786498272,4.808272509862787,7.8993048308608875,05:47.8,,,,,
